Header_시,Header_구,Header_동,Header_Timestamp,Header_단지명,Header_평형,target,Static__준공구분,Static__세대수구분,Static__평수구분,Static__건설사등급,Static__초품아여부,Static__역세권수,Static__호재수,depth1__ecos__base_rate,depth1__ecos__cd_91d_rate,depth1__ecos__cpi_housing,depth1__ecos__m2_avg,depth1__ecos__mortgage_rate_new,depth1__ecos__unemployment_rate,depth2__reb__apt_sale_supply_demand,depth2__reb__apt_jeonse_supply_demand,depth2__reb__apt_monthly_rent_supply_demand,depth3__reb__apt_sale_index,depth3__reb__apt_jeonse_index,depth3__policy__ltv_tightness,depth3__policy__dsr_severity,depth3__policy__is_speculative,depth3__policy__is_overheated,depth3__policy__is_regulated
서울특별시,중랑구,면목동,2026-05-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.82,118.53,4143515.8,4.31,2.9,,,,103.551975,102.699003,1,1,0,1,1
서울특별시,중랑구,면목동,2026-04-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.82,118.24,4143515.8,4.31,2.9,106.748291571754,111.531890660592,110.933940774487,102.607378,101.572033,1,1,0,1,1
서울특별시,중랑구,면목동,2026-03-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.82,118.05,4143515.8,4.34,3.0,104.100227790433,107.260820045558,108.883826879271,101.506037,100.900322,1,1,0,1,1
서울특별시,중랑구,면목동,2026-02-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.78,117.83,4111822.7,4.32,3.4,104.925968109339,107.033029612756,110.421412300683,100.577945,100.197087,1,1,0,1,1
서울특별시,중랑구,면목동,2026-01-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.7,117.36,4105513.1,4.29,4.1,105.666287015945,109.253986332574,108.428246013667,100.0,100.0,1,1,0,1,1
서울특별시,중랑구,면목동,2025-12-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.84,117.12,4089671.2,4.23,4.1,101.765375854214,107.687927107061,108.058086560364,99.660334,99.692509,1,1,0,1,1
서울특별시,중랑구,면목동,2025-11-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.69,116.89,4066699.3,4.17,2.2,100.0569476082,106.805239179954,107.403189066059,99.473838,99.477872,1,1,0,1,1
서울특별시,중랑구,면목동,2025-10-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.55,116.94,4056854.5,3.98,2.2,100.597949886105,106.378132118451,106.520501138952,99.153173,99.10259,1,1,0,1,1
서울특별시,중랑구,면목동,2025-09-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.56,116.71,4055458.9,3.96,2.1,98.1776765375854,103.616173120729,105.03986332574,98.947587,98.921726,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-08-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.51,115.37,4031011.4,3.96,2.0,95.3018223234624,101.907744874715,103.331435079727,98.674124,98.565156,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-07-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.51,115.16,3993116.2,3.96,2.4,95.130979498861,101.679954441913,104.470387243736,98.603648,98.317499,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-06-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.57,116.56,3972892.3,3.93,2.8,96.8678815489749,102.363325740319,103.359908883827,98.441354,98.076876,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-05-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.5,2.67,116.47,3955366.9,3.87,2.8,91.8849658314351,100.341685649203,101.167425968109,98.27661,97.525465,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-04-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.75,2.74,116.24,3935845.0,3.98,2.9,91.9703872437358,98.2061503416857,99.7722095671982,98.160039,97.377655,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-03-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.75,2.84,116.25,3924087.0,4.17,3.1,92.6234213547646,96.9862227324914,100.315729047072,98.201917,96.974061,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-02-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,2.75,2.95,116.47,3920448.5,4.23,3.2,90.6142365097589,95.0631458094145,99.9712973593571,98.26164,96.792432,-1,1,0,0,0
서울특별시,중랑구,면목동,2025-01-01,남청파인힐,82.09,57000.0,구축,소단지,중형,소형,,2,1,3.0,3.04,115.87,3921714.4,4.27,3.7,91.044776119403,95.292766934558,99.6555683122847,98.285816,96.708392,-1,1,0,0,0
